PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_Num,Group_ID,Group_Size,Is_Alone,Total_Spending,Has_Spent,Is_Child,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Cabin_Deck_A,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,Cabin_Deck_T,Cabin_Side_P,Cabin_Side_S,Age_Group_0-5,Age_Group_13-18,Age_Group_19-35,Age_Group_36-55,Age_Group_55+,Age_Group_6-12
4483_02,0,63.0,0,3087.0,0.0,60.0,2.0,0.0,False,151,4483,2,0,3149.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4485_01,1,34.0,0,0.0,0.0,0.0,0.0,0.0,True,922,4485,2,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4485_02,0,35.0,0,1219.0,0.0,1742.0,740.0,0.0,False,922,4485,2,0,3701.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4486_01,1,26.0,0,0.0,0.0,0.0,0.0,0.0,True,733,4486,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4487_01,0,39.0,0,0.0,3.0,0.0,802.0,49.0,False,735,4487,1,1,854.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4490_01,0,34.0,0,0.0,337.0,1339.0,92.0,264.0,False,143,4490,1,1,2032.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4491_01,0,36.0,0,0.0,1013.0,1.0,16.0,2825.0,False,148,4491,1,1,3855.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4492_01,1,46.0,0,0.0,0.0,0.0,0.0,0.0,True,736,4492,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4493_01,0,26.0,0,42.0,65.0,895.0,407.0,0.0,True,845,4493,1,1,1409.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4494_01,1,28.0,0,0.0,0.0,0.0,0.0,0.0,True,846,4494,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4496_01,0,20.0,0,0.0,3080.0,7.0,0.0,67.0,True,924,4496,1,1,3154.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4497_01,1,35.0,0,0.0,0.0,0.0,0.0,0.0,False,737,4497,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4498_01,0,11.0,0,0.0,0.0,0.0,0.0,0.0,False,734,4498,8,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
4498_02,1,14.0,0,0.0,0.0,0.0,0.0,0.0,False,734,4498,8,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
4498_03,1,4.0,0,0.0,0.0,0.0,0.0,0.0,True,734,4498,8,0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
4498_04,0,11.0,0,0.0,0.0,0.0,0.0,0.0,False,734,4498,8,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
4498_05,1,31.0,0,0.0,0.0,0.0,0.0,0.0,True,734,4498,8,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4498_06,0,15.0,0,0.0,893.0,0.0,0.0,0.0,True,734,4498,8,0,893.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
4498_07,0,39.0,0,0.0,2.0,0.0,69.0,836.0,False,734,4498,8,0,907.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4498_08,0,7.0,0,0.0,0.0,0.0,0.0,0.0,False,734,4498,8,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
4500_01,0,24.0,0,83.0,0.0,129.0,504.0,0.0,False,847,4500,1,1,716.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4501_01,1,22.0,0,0.0,0.0,0.0,0.0,0.0,True,735,4501,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4502_01,1,26.0,0,0.0,0.0,0.0,0.0,0.0,False,281,4502,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4505_01,0,53.0,0,0.0,864.0,49.0,39.0,2376.0,True,165,4505,2,0,3328.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4505_02,0,40.0,0,2.0,76.0,0.0,201.0,0.0,False,165,4505,2,0,279.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4506_01,0,19.0,0,160.0,0.0,889.0,0.0,0.0,False,294,4506,1,1,1049.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4508_01,0,54.0,0,433.0,0.0,867.0,19.0,1.0,False,926,4508,3,0,1320.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4508_02,0,21.0,0,572.0,584.0,128.0,14.0,0.0,False,283,4508,3,0,1298.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4508_03,0,25.0,0,1340.0,0.0,8.0,0.0,0.0,False,926,4508,3,0,1348.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4509_01,0,48.0,0,137.0,0.0,877.0,0.0,0.0,True,295,4509,3,0,1014.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
4509_02,0,41.0,0,0.0,0.0,1127.0,8.0,0.0,True,144,4509,3,0,1135.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4509_03,0,13.0,0,27.0,0.0,3246.0,0.0,0.0,True,144,4509,3,0,3273.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
4510_01,0,57.0,0,0.0,0.0,0.0,0.0,0.0,True,177,4510,1,1,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4511_01,1,25.0,0,0.0,0.0,0.0,0.0,0.0,True,178,4511,2,0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4511_02,1,48.0,0,0.0,0.0,0.0,0.0,0.0,True,178,4511,2,0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4512_01,0,34.0,0,849.0,51.0,375.0,0.0,24.0,False,296,4512,1,1,1299.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4514_01,1,16.0,0,0.0,0.0,0.0,0.0,0.0,True,736,4514,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
4515_01,0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,739,4515,2,0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
4515_02,0,15.0,0,6.0,1740.0,2184.0,0.0,0.0,True,739,4515,2,0,3930.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
4516_01,0,37.0,0,426.0,0.0,2.0,194.0,308.0,False,848,4516,1,1,930.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4517_01,0,37.0,0,452.0,0.0,234.0,19.0,1290.0,False,849,4517,1,1,1995.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4518_01,0,49.0,0,820.0,1.0,690.0,292.0,13.0,False,740,4518,1,1,1816.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4521_01,0,18.0,0,1.0,1.0,0.0,0.0,746.0,False,929,4521,1,1,748.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4522_01,0,25.0,0,101.0,32.0,0.0,137.0,633.0,True,850,4522,1,1,903.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4524_01,0,27.0,0,0.0,116.0,2048.0,2.0,0.0,True,930,4524,1,1,2166.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4529_01,0,43.0,0,26.0,132.0,3.0,117.0,555.0,False,738,4529,1,1,833.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4530_01,0,20.0,0,9.0,0.0,157.0,525.0,0.0,False,933,4530,1,1,691.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4531_01,1,54.0,0,0.0,0.0,0.0,0.0,0.0,True,142,4531,1,1,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4532_01,1,30.0,0,0.0,0.0,0.0,0.0,0.0,True,739,4532,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4533_01,1,37.0,0,0.0,0.0,0.0,0.0,0.0,True,149,4533,1,1,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4534_01,0,30.0,0,60.0,41.0,553.0,1.0,0.0,True,851,4534,1,1,655.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4535_01,0,20.0,0,631.0,93.0,0.0,0.0,0.0,False,934,4535,2,0,724.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4535_02,0,20.0,0,25.0,0.0,796.0,44.0,44.0,False,742,4535,2,0,909.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4537_01,0,24.0,0,0.0,591.0,0.0,0.0,1560.0,False,852,4537,1,1,2151.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4538_01,0,44.0,0,0.0,121.0,0.0,748.0,0.0,False,935,4538,1,1,869.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4539_01,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,740,4539,2,0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
4539_02,1,15.0,0,0.0,0.0,0.0,0.0,0.0,True,740,4539,2,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
4542_01,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,150,4542,2,0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4542_02,1,20.0,0,0.0,0.0,0.0,0.0,0.0,True,150,4542,2,0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4543_01,0,20.0,1,14.0,0.0,59.0,1777.0,0.0,False,936,4543,1,1,1850.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4544_01,1,34.0,0,0.0,0.0,0.0,0.0,0.0,True,743,4544,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4546_01,0,17.0,0,0.0,0.0,0.0,0.0,0.0,True,744,4546,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
4547_01,0,20.0,0,0.0,25.0,0.0,0.0,803.0,True,297,4547,1,1,828.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4549_01,0,42.0,0,0.0,1.0,0.0,17.0,1601.0,False,298,4549,1,1,1619.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
4550_01,0,28.0,0,0.0,180.0,516.0,0.0,0.0,True,853,4550,1,1,696.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4552_01,0,43.0,0,375.0,103.0,1990.0,36.0,0.0,True,937,4552,1,1,2504.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4553_01,0,55.0,1,0.0,102.0,0.0,278.0,5353.0,False,143,4553,1,1,5733.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4555_01,0,21.0,0,29.0,27.0,47.0,694.0,11.0,False,743,4555,1,1,808.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4557_01,0,17.0,0,0.0,656.0,295.0,0.0,35.0,False,286,4557,1,1,986.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
4558_01,0,54.0,0,0.0,559.0,0.0,15238.0,2799.0,False,167,4558,1,1,18596.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4559_01,0,25.0,0,0.0,205.0,0.0,0.0,549.0,True,854,4559,1,1,754.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4560_01,0,27.0,0,0.0,57.0,851.0,0.0,0.0,True,744,4560,1,1,908.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4561_01,0,45.0,0,0.0,496.0,0.0,1940.0,4195.0,False,168,4561,1,1,6631.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4562_01,1,31.0,0,0.0,0.0,0.0,0.0,0.0,True,180,4562,1,1,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4563_01,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,169,4563,1,1,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4564_01,0,30.0,0,0.0,43.0,0.0,0.0,6.0,False,745,4564,1,1,49.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4565_01,0,24.0,0,191.0,497.0,0.0,0.0,16.0,False,746,4565,1,1,704.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4567_01,0,27.0,0,0.0,20.0,38.0,359.0,516.0,False,939,4567,1,1,933.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4568_01,0,42.0,0,4102.0,0.0,36.0,0.0,1825.0,False,940,4568,1,1,5963.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4569_01,1,29.0,0,0.0,0.0,0.0,0.0,0.0,True,151,4569,2,0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4569_02,0,37.0,0,0.0,2235.0,7.0,4098.0,89.0,False,151,4569,2,0,6429.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4570_01,1,64.0,0,0.0,0.0,0.0,0.0,0.0,True,170,4570,1,1,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4571_01,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,745,4571,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4572_01,0,23.0,0,42.0,0.0,0.0,765.0,2.0,False,746,4572,1,1,809.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4573_01,0,22.0,0,686.0,45.0,16.0,7.0,4.0,True,856,4573,1,1,758.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4574_01,0,23.0,0,176.0,493.0,169.0,0.0,1023.0,False,857,4574,1,1,1861.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4575_01,0,21.0,0,3.0,65.0,253.0,475.0,0.0,False,941,4575,1,1,796.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4576_01,0,37.0,0,661.0,876.0,0.0,3.0,13.0,False,942,4576,1,1,1553.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4577_01,0,17.0,0,250.0,0.0,2179.0,0.0,0.0,True,858,4577,1,1,2429.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4580_01,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,860,4580,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4581_01,0,33.0,0,0.0,4592.0,0.0,209.0,954.0,True,181,4581,2,0,5755.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4581_02,0,37.0,0,0.0,2337.0,0.0,204.0,76.0,True,181,4581,2,0,2617.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4585_01,0,32.0,0,0.0,154.0,0.0,5492.0,1924.0,False,182,4585,1,1,7570.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4586_01,0,31.0,0,22.0,0.0,0.0,1.0,524.0,False,943,4586,1,1,547.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4587_01,0,27.0,0,0.0,4020.0,0.0,1635.0,4899.0,False,42,4587,1,1,10554.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4591_01,1,34.0,0,0.0,0.0,0.0,0.0,0.0,True,287,4591,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4592_01,0,9.0,0,0.0,0.0,0.0,0.0,0.0,True,862,4592,4,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4592_02,1,25.0,0,0.0,0.0,0.0,0.0,0.0,True,862,4592,4,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4592_03,1,29.0,0,0.0,0.0,0.0,0.0,0.0,True,862,4592,4,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4592_04,1,1.0,0,0.0,0.0,0.0,0.0,0.0,True,862,4592,4,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
4593_01,0,30.0,0,1.0,797.0,0.0,10.0,0.0,True,750,4593,1,1,808.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4594_01,0,64.0,0,77.0,2424.0,0.0,3001.0,127.0,False,144,4594,4,0,5629.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4594_02,0,31.0,0,0.0,6670.0,217.0,625.0,20336.0,False,144,4594,4,0,27848.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4594_03,0,27.0,0,267.0,2802.0,0.0,54.0,77.0,True,144,4594,4,0,3200.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4594_04,0,27.0,0,0.0,4516.0,0.0,6167.0,5308.0,False,144,4594,4,0,15991.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4595_01,1,25.0,0,0.0,0.0,0.0,0.0,0.0,True,145,4595,1,1,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4596_01,1,28.0,0,0.0,0.0,0.0,0.0,0.0,True,751,4596,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4597_01,1,32.0,0,0.0,0.0,0.0,0.0,0.0,True,748,4597,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4602_01,0,36.0,0,0.0,0.0,0.0,725.0,2.0,False,945,4602,1,1,727.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4603_01,0,26.0,0,0.0,3593.0,47.0,19.0,229.0,True,171,4603,2,0,3888.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4603_02,0,36.0,0,1.0,5234.0,343.0,277.0,12682.0,False,171,4603,2,0,18537.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4604_01,0,37.0,0,374.0,1327.0,10.0,81.0,0.0,False,753,4604,1,1,1792.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4605_01,0,45.0,0,0.0,0.0,0.0,774.0,0.0,False,750,4605,1,1,774.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4606_01,0,22.0,0,165.0,36.0,0.0,3044.0,556.0,False,172,4606,2,0,3801.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4606_02,0,24.0,0,25.0,3291.0,0.0,6075.0,179.0,False,172,4606,2,0,9570.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4607_01,0,23.0,0,0.0,138.0,4.0,412.0,220.0,False,751,4607,1,1,774.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4608_01,0,31.0,0,2.0,20.0,1.0,1026.0,2.0,True,864,4608,1,1,1051.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4609_01,0,37.0,0,1.0,477.0,0.0,0.0,7087.0,False,173,4609,1,1,7565.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4610_01,0,28.0,0,5.0,0.0,0.0,1014.0,0.0,False,752,4610,1,1,1019.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4611_01,1,23.0,0,0.0,0.0,0.0,0.0,0.0,True,754,4611,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4612_01,0,14.0,0,0.0,166.0,603.0,1.0,0.0,True,755,4612,1,1,770.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
4613_01,1,40.0,0,0.0,0.0,0.0,0.0,0.0,True,152,4613,1,1,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4615_01,0,42.0,0,36.0,0.0,2554.0,0.0,9.0,True,865,4615,1,1,2599.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4617_01,0,53.0,0,19.0,81.0,85.0,768.0,489.0,False,866,4617,1,1,1442.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4620_01,1,46.0,0,0.0,0.0,0.0,0.0,0.0,False,757,4620,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4621_01,0,28.0,0,0.0,79.0,2003.0,0.0,0.0,True,289,4621,1,1,2082.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4622_01,1,25.0,0,0.0,0.0,0.0,0.0,0.0,True,753,4622,1,1,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4623_01,0,34.0,1,0.0,0.0,21.0,7.0,16.0,True,146,4623,1,1,44.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4624_01,0,58.0,0,1246.0,0.0,66.0,36.0,0.0,False,868,4624,1,1,1348.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4625_01,0,31.0,0,0.0,2520.0,1.0,1.0,0.0,True,183,4625,7,0,2522.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4625_02,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,183,4625,7,0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4625_03,0,52.0,0,0.0,3275.0,111.0,51.0,18.0,True,427,4625,7,0,3455.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4625_04,1,25.0,0,0.0,0.0,0.0,0.0,0.0,True,183,4625,7,0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4625_05,1,17.0,0,0.0,0.0,0.0,0.0,0.0,True,183,4625,7,0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4625_06,0,27.0,0,0.0,453.0,137.0,1331.0,1660.0,False,183,4625,7,0,3581.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4625_07,1,29.0,0,0.0,0.0,0.0,0.0,0.0,True,183,4625,7,0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4628_01,0,45.0,0,0.0,7484.0,465.0,14.0,610.0,True,175,4628,1,1,8573.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4630_01,0,28.0,0,0.0,18.0,0.0,0.0,674.0,True,870,4630,1,1,692.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4631_01,1,25.0,0,0.0,0.0,0.0,0.0,0.0,True,147,4631,1,1,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4632_01,1,57.0,0,0.0,0.0,0.0,0.0,0.0,True,176,4632,5,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4632_02,1,68.0,0,0.0,0.0,0.0,0.0,0.0,True,176,4632,5,0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
